,0
0,3.8937292098999023
1,3.919826030731201
2,3.9335899353027344
3,3.91227388381958
4,3.880737066268921
5,3.8954060077667236
6,3.9033448696136475
7,3.9150569438934326
8,3.881817579269409
9,3.870938777923584
