,0
0,15.962279075720389
1,4.108862158063402
2,3.9083650483972763
3,3.782157809450698
4,4.051022550442933
5,3.502156444006022
6,3.534761443203549
7,4.017620381220262
8,3.554453601991917
9,3.766890931449412
10,3.7090782027837252
